motorista_id;nome;sobrenome;empresa;regiao;rating;tempo_ativo_meses;categoria_carro;idade;modelo_carro;nota_motorista;genero
763;Felipe;Souza;MoveX;Centro;351;9;Black;28;Jeep Compass 2023;4.11;Masculino
764;Carla;Costa;RideUp;Zona Leste;374;7;Econômico;45;Renault Kwid 2024;4.99;Masculino
765;Laura;Oliveira;MoveX;Zona Leste;136;8;Econômico;24;Chevrolet Onix 2022;4.92;Masculino
766;Pedro;Santos;GoDrive;Centro;92;8;Black;33;VW Taos 2023;4.00;Feminino
767;Ana;Alves;MoveX;Zona Oeste;205;40;Black;56;Toyota Corolla Cross 2024;4.19;Feminino
768;Laura;Costa;MoveX;Zona Sul;286;31;Comfort;46;Jeep Renegade 2021;4.26;Masculino
769;Felipe;Fernandes;RideUp;Zona Sul;289;1;Black;29;Toyota Corolla Cross 2024;4.76;Feminino
770;Bernardo;Carvalho;RideUp;Zona Oeste;28;27;Black;42;Honda Civic 2022;4.17;Feminino
771;Gustavo;Rodrigues;RideUp;Zona Sul;365;18;Comfort;30;Honda City 2021;4.26;Feminino
772;Bruno;Alves;RideUp;Zona Norte;180;19;Comfort;43;Chevrolet Onix Plus 2023;4.15;Feminino
773;Laura;Lima;RideUp;Zona Leste;430;33;Econômico;47;Hyundai HB20 2023;4.00;Masculino
774;Matheus;Lima;RideUp;Zona Norte;479;6;Econômico;27;Citroën C3 2023;4.50;Feminino
775;Maria;Gomes;RideUp;Centro;221;30;Comfort;55;Honda City 2021;4.06;Feminino
776;Bruno;Vieira;MoveX;Zona Sul;460;47;Comfort;34;Hyundai HB20S 2022;4.44;Masculino
777;Bruno;Alves;MoveX;Zona Oeste;169;37;Comfort;48;VW Virtus 2022;4.75;Feminino
778;Ana;Costa;GoDrive;Zona Oeste;243;26;Comfort;29;Honda City 2021;4.28;Masculino
779;Rafael;Rodrigues;MoveX;Centro;176;54;Econômico;25;Fiat Argo 2021;4.21;Masculino
780;Arthur;Souza;RideUp;Zona Sul;84;24;Comfort;44;Nissan Versa 2023;4.52;Feminino
781;Bruno;Ferreira;RideUp;Zona Oeste;474;34;Comfort;31;Chevrolet Onix Plus 2023;4.27;Feminino
782;Julia;Oliveira;RideUp;Zona Norte;149;18;Comfort;59;Chevrolet Onix Plus 2023;4.10;Masculino
783;Camila;Almeida;MoveX;Zona Sul;379;52;Econômico;36;Fiat Mobi 2022;4.07;Masculino
784;Miguel;Martins;GoDrive;Zona Oeste;150;10;Econômico;34;Fiat Mobi 2022;4.63;Feminino
785;Lucas;Santos;RideUp;Zona Sul;47;11;Black;32;Jeep Commander 2023;4.08;Masculino
786;Helena;Almeida;MoveX;Zona Oeste;427;10;Black;29;Toyota Corolla Cross 2024;4.01;Masculino
787;Camila;Lopes;MoveX;Zona Sul;205;59;Black;23;Toyota Corolla Cross 2024;4.11;Feminino
788;Gustavo;Almeida;RideUp;Zona Norte;218;28;Econômico;25;Toyota Etios 2020;4.35;Feminino
789;Gustavo;Soares;GoDrive;Zona Oeste;21;36;Comfort;42;Nissan Versa 2023;4.71;Feminino
790;Bernardo;Souza;MoveX;Zona Oeste;309;45;Black;24;Honda Civic 2022;4.72;Masculino
791;Bruno;Oliveira;RideUp;Zona Sul;489;28;Econômico;46;Renault Kwid 2024;4.18;Feminino
792;Heitor;Carvalho;MoveX;Zona Oeste;22;36;Econômico;22;Renault Kwid 2024;4.35;Masculino
793;Maria;Gomes;MoveX;Zona Oeste;79;10;Black;53;Toyota Corolla 2024;4.60;Feminino
794;Felipe;Lima;GoDrive;Centro;167;33;Comfort;37;Nissan Versa 2023;4.45;Feminino
795;Laura;Pereira;MoveX;Zona Oeste;112;46;Comfort;58;Hyundai HB20S 2022;4.57;Feminino
796;Matheus;Lima;MoveX;Zona Oeste;302;12;Econômico;36;Hyundai HB20 2023;4.51;Masculino
797;Ana;Ferreira;RideUp;Centro;344;49;Econômico;21;VW Polo Track 2023;4.56;Masculino
798;Bernardo;Gomes;RideUp;Centro;346;31;Comfort;36;Chevrolet Tracker 2022;4.80;Feminino
799;Bernardo;Ribeiro;RideUp;Centro;256;47;Comfort;46;Chevrolet Tracker 2022;4.24;Feminino
800;Isadora;Lima;GoDrive;Zona Oeste;269;46;Black;48;Toyota Corolla 2024;4.52;Masculino
801;Gustavo;Vieira;MoveX;Zona Oeste;496;18;Comfort;55;Nissan Versa 2023;4.91;Feminino
802;Alice;Lopes;GoDrive;Centro;91;5;Black;36;Toyota Corolla 2024;4.71;Feminino
803;Carla;Vieira;RideUp;Zona Norte;442;1;Econômico;28;Citroën C3 2023;4.36;Feminino
804;Bernardo;Martins;RideUp;Zona Oeste;185;37;Econômico;46;VW Polo Track 2023;4.44;Feminino
805;Heloísa;Oliveira;GoDrive;Zona Norte;403;16;Econômico;40;Hyundai HB20 2023;4.50;Feminino
806;Bernardo;Ferreira;MoveX;Zona Oeste;32;43;Comfort;53;VW Virtus 2022;4.16;Feminino
807;Gael;Vieira;MoveX;Zona Leste;205;54;Comfort;42;Jeep Renegade 2021;4.02;Feminino
808;Alice;Martins;RideUp;Zona Leste;406;60;Black;51;Toyota Corolla 2024;4.84;Feminino
809;Gael;Pereira;RideUp;Zona Oeste;432;58;Black;45;Honda Civic 2022;4.39;Masculino
810;Bruno;Ribeiro;GoDrive;Zona Sul;378;10;Black;21;Jeep Compass 2023;4.83;Masculino
811;Lara;Oliveira;RideUp;Centro;143;43;Econômico;56;Fiat Mobi 2022;4.45;Masculino
812;Helena;Rodrigues;MoveX;Zona Leste;206;27;Econômico;21;Hyundai HB20 2023;4.60;Feminino
813;Maria;Carvalho;RideUp;Zona Leste;417;3;Econômico;47;Citroën C3 2023;4.28;Feminino
814;Alice;Souza;MoveX;Zona Leste;247;56;Black;23;Toyota Corolla Cross 2024;4.94;Feminino
815;Bruno;Gomes;RideUp;Zona Leste;440;46;Black;38;Honda Civic 2022;4.08;Feminino
816;Gabriel;Silva;MoveX;Zona Sul;323;58;Black;41;Jeep Commander 2023;4.74;Masculino
817;Isadora;Vieira;MoveX;Zona Leste;161;22;Black;54;Jeep Compass 2023;4.79;Masculino
818;Gustavo;Silva;MoveX;Zona Sul;230;30;Econômico;45;Hyundai HB20 2023;4.07;Feminino
819;Arthur;Pereira;RideUp;Zona Leste;401;46;Comfort;47;Jeep Renegade 2021;4.71;Feminino
820;Alice;Silva;RideUp;Zona Leste;432;19;Econômico;55;Fiat Argo 2021;4.83;Feminino
821;Bruno;Oliveira;RideUp;Zona Sul;208;21;Econômico;24;Toyota Etios 2020;4.86;Masculino
822;Laura;Souza;RideUp;Zona Norte;193;43;Comfort;31;Nissan Versa 2023;4.74;Masculino
823;Heitor;Silva;RideUp;Zona Leste;142;38;Comfort;45;Honda City 2021;4.36;Feminino
824;Lara;Vieira;GoDrive;Zona Norte;179;55;Econômico;46;Renault Kwid 2024;4.93;Feminino
825;Maria;Pereira;RideUp;Zona Oeste;293;57;Black;58;VW Taos 2023;4.57;Masculino
826;Lara;Almeida;MoveX;Zona Sul;263;55;Comfort;37;Jeep Renegade 2021;4.86;Masculino
827;Lucas;Soares;RideUp;Zona Norte;324;5;Comfort;25;Chevrolet Onix Plus 2023;4.08;Feminino
828;Gabriel;Lopes;MoveX;Zona Leste;379;20;Econômico;36;Hyundai HB20 2023;4.41;Masculino
829;Miguel;Martins;GoDrive;Centro;496;56;Econômico;39;Fiat Argo 2021;4.09;Feminino
830;Felipe;Vieira;GoDrive;Zona Oeste;495;48;Comfort;26;Chevrolet Tracker 2022;4.52;Masculino
831;Pedro;Almeida;MoveX;Zona Sul;355;59;Econômico;30;Citroën C3 2023;4.77;Feminino
832;Heloísa;Vieira;GoDrive;Zona Leste;284;25;Econômico;32;Fiat Argo 2021;4.18;Feminino
833;Julia;Alves;RideUp;Zona Sul;79;21;Comfort;31;Chevrolet Onix Plus 2023;4.61;Feminino
834;Heitor;Barbosa;GoDrive;Zona Sul;351;13;Comfort;51;Honda City 2021;4.04;Masculino
835;Sofia;Silva;MoveX;Zona Leste;114;34;Econômico;60;Citroën C3 2023;4.88;Feminino
836;Alice;Carvalho;MoveX;Zona Sul;475;43;Black;32;Toyota Corolla 2024;4.24;Feminino
837;Arthur;Martins;RideUp;Zona Leste;240;34;Black;58;Jeep Commander 2023;4.02;Feminino
838;Camila;Lopes;RideUp;Zona Leste;49;56;Econômico;42;Toyota Etios 2020;4.79;Feminino
839;Isadora;Gomes;MoveX;Centro;322;50;Black;25;Toyota Corolla 2024;4.95;Masculino
840;Valentina;Lima;RideUp;Zona Leste;43;9;Comfort;44;Hyundai HB20S 2022;4.65;Feminino
841;Miguel;Carvalho;MoveX;Zona Sul;348;60;Black;23;Toyota Corolla Cross 2024;4.29;Feminino
842;Matheus;Martins;MoveX;Zona Norte;421;48;Black;32;Jeep Commander 2023;4.94;Masculino
843;Sofia;Martins;MoveX;Centro;32;15;Econômico;38;Hyundai HB20 2023;4.49;Feminino
844;Bernardo;Ribeiro;RideUp;Zona Leste;195;25;Econômico;50;Fiat Argo 2021;4.72;Feminino
845;Gabriel;Gomes;GoDrive;Zona Norte;412;8;Black;55;Toyota Corolla Cross 2024;4.29;Feminino
846;Pedro;Ribeiro;MoveX;Zona Oeste;94;55;Comfort;44;Chevrolet Tracker 2022;4.02;Feminino
847;Pedro;Carvalho;GoDrive;Zona Leste;53;47;Econômico;56;Hyundai HB20 2023;4.87;Masculino
848;Helena;Soares;MoveX;Centro;107;24;Econômico;51;Toyota Etios 2020;4.42;Feminino
849;Felipe;Soares;MoveX;Centro;79;30;Econômico;51;Citroën C3 2023;4.04;Feminino
850;Isadora;Souza;MoveX;Zona Norte;223;10;Econômico;50;Toyota Etios 2020;4.66;Masculino
851;Bruno;Ferreira;RideUp;Centro;148;50;Econômico;33;Hyundai HB20 2023;4.76;Feminino
852;Arthur;Martins;GoDrive;Zona Norte;85;46;Black;43;VW Taos 2023;4.94;Feminino
853;Miguel;Souza;GoDrive;Zona Leste;416;59;Black;44;Toyota Corolla 2024;4.72;Masculino
854;Heitor;Barbosa;GoDrive;Centro;370;20;Comfort;33;Chevrolet Tracker 2022;4.22;Masculino
855;Camila;Silva;RideUp;Centro;179;8;Comfort;39;Jeep Renegade 2021;4.34;Masculino
856;Heitor;Lopes;MoveX;Centro;288;59;Black;22;Honda Civic 2022;4.87;Masculino
857;Camila;Alves;MoveX;Centro;89;47;Econômico;26;Renault Kwid 2024;4.15;Feminino
858;Valentina;Santos;GoDrive;Zona Sul;495;21;Comfort;46;Fiat Cronos 2023;4.55;Feminino
859;Heloísa;Barbosa;GoDrive;Zona Norte;359;45;Black;21;VW Taos 2023;4.83;Feminino
860;Laura;Silva;MoveX;Zona Oeste;320;18;Comfort;26;Hyundai HB20S 2022;4.15;Feminino
861;Rafael;Carvalho;MoveX;Centro;142;29;Black;58;VW Taos 2023;4.36;Feminino
862;Carla;Almeida;RideUp;Zona Norte;296;42;Comfort;49;Chevrolet Onix Plus 2023;4.27;Masculino
863;Lucas;Pereira;GoDrive;Centro;346;3;Comfort;45;Fiat Cronos 2023;4.08;Feminino
864;Julia;Ribeiro;GoDrive;Zona Oeste;371;20;Comfort;60;Honda City 2021;4.84;Feminino
865;Maria;Santos;GoDrive;Zona Norte;102;6;Econômico;26;Fiat Argo 2021;4.60;Masculino
866;Pedro;Alves;MoveX;Zona Oeste;466;59;Econômico;57;Fiat Mobi 2022;4.86;Feminino
867;Felipe;Santos;MoveX;Zona Leste;137;43;Comfort;42;Chevrolet Tracker 2022;4.65;Masculino
868;Heitor;Gomes;RideUp;Zona Leste;185;52;Comfort;56;Chevrolet Onix Plus 2023;4.39;Feminino
869;Heloísa;Silva;RideUp;Zona Oeste;451;58;Econômico;53;Hyundai HB20 2023;4.34;Masculino
870;Pedro;Alves;RideUp;Zona Leste;224;52;Comfort;39;Nissan Kicks 2022;4.83;Feminino
871;Bruno;Silva;MoveX;Zona Sul;157;20;Black;33;VW Taos 2023;4.73;Masculino
872;Gustavo;Fernandes;GoDrive;Centro;204;39;Comfort;25;Nissan Versa 2023;4.91;Masculino
873;Maria;Martins;GoDrive;Centro;364;16;Comfort;27;Fiat Cronos 2023;4.41;Masculino
874;Helena;Lima;RideUp;Zona Sul;295;51;Black;27;Toyota Corolla Cross 2024;4.86;Feminino
875;Matheus;Santos;RideUp;Zona Leste;428;7;Econômico;21;Fiat Mobi 2022;4.73;Feminino
876;Heitor;Costa;MoveX;Zona Norte;339;2;Econômico;41;Toyota Etios 2020;4.89;Masculino
877;Rafael;Martins;RideUp;Zona Oeste;413;38;Black;33;Toyota Corolla 2024;4.84;Masculino
878;Alice;Almeida;RideUp;Zona Leste;273;52;Econômico;37;Citroën C3 2023;4.48;Masculino
879;Camila;Lima;RideUp;Zona Oeste;392;45;Black;60;Honda Civic 2022;4.06;Masculino
880;Carla;Lopes;MoveX;Centro;212;43;Black;46;VW Taos 2023;4.01;Feminino
881;Bruno;Costa;RideUp;Zona Norte;165;50;Econômico;27;Renault Kwid 2024;4.23;Feminino
882;Heloísa;Ferreira;MoveX;Zona Norte;488;4;Econômico;21;Toyota Etios 2020;4.98;Masculino
883;Valentina;Pereira;MoveX;Zona Leste;322;46;Comfort;40;VW Virtus 2022;4.73;Masculino
884;Lara;Almeida;MoveX;Zona Leste;223;9;Econômico;56;Renault Kwid 2024;4.99;Feminino
885;Laura;Carvalho;GoDrive;Centro;359;27;Econômico;43;Toyota Etios 2020;4.94;Feminino
886;Lucas;Oliveira;RideUp;Zona Sul;220;35;Econômico;26;Fiat Mobi 2022;4.96;Feminino
887;Camila;Barbosa;GoDrive;Zona Norte;364;37;Econômico;22;Fiat Mobi 2022;4.53;Masculino
888;Maria;Carvalho;MoveX;Zona Sul;109;51;Econômico;25;Chevrolet Onix 2022;4.25;Masculino
889;Ana;Costa;RideUp;Zona Sul;452;15;Econômico;48;Hyundai HB20 2023;4.82;Masculino
890;Felipe;Silva;MoveX;Zona Leste;262;18;Comfort;22;Chevrolet Onix Plus 2023;4.79;Feminino
891;Gabriel;Souza;RideUp;Zona Leste;244;11;Comfort;59;Hyundai HB20S 2022;4.17;Feminino
892;Gael;Costa;GoDrive;Zona Sul;222;28;Comfort;39;Honda City 2021;4.47;Feminino
893;Lucas;Lima;GoDrive;Zona Sul;135;20;Comfort;49;Honda City 2021;4.48;Feminino
894;Carla;Fernandes;GoDrive;Zona Norte;461;20;Black;44;Honda Civic 2022;4.33;Masculino
895;Miguel;Barbosa;MoveX;Zona Norte;420;40;Comfort;44;Honda City 2021;4.42;Feminino
896;Sofia;Fernandes;MoveX;Zona Norte;96;24;Black;27;Honda Civic 2022;4.28;Feminino
897;Arthur;Pereira;RideUp;Zona Oeste;47;45;Econômico;22;Fiat Argo 2021;4.42;Feminino
898;Pedro;Lima;RideUp;Zona Oeste;163;46;Comfort;59;Chevrolet Onix Plus 2023;4.87;Masculino
899;Ana;Fernandes;RideUp;Zona Sul;488;45;Comfort;21;Hyundai HB20S 2022;4.59;Masculino
900;Bernardo;Lopes;MoveX;Zona Sul;143;30;Comfort;27;Hyundai HB20S 2022;4.72;Masculino
901;Gustavo;Barbosa;RideUp;Zona Sul;136;51;Black;57;Honda Civic 2022;4.97;Feminino
902;Miguel;Alves;RideUp;Zona Leste;241;23;Econômico;27;Renault Kwid 2024;4.72;Masculino
903;Isadora;Souza;MoveX;Zona Sul;417;59;Econômico;32;Citroën C3 2023;4.69;Feminino
904;Laura;Ferreira;MoveX;Zona Oeste;474;1;Black;48;Toyota Corolla Cross 2024;4.93;Feminino
905;Rafael;Fernandes;MoveX;Centro;420;32;Black;31;Jeep Compass 2023;4.41;Masculino
906;Helena;Vieira;RideUp;Centro;78;50;Black;28;Jeep Compass 2023;4.60;Masculino
907;Pedro;Vieira;RideUp;Zona Leste;36;30;Econômico;36;Fiat Argo 2021;4.95;Feminino
908;Sofia;Silva;RideUp;Centro;259;15;Comfort;50;Chevrolet Tracker 2022;4.73;Masculino
909;Bruno;Pereira;GoDrive;Zona Oeste;130;54;Black;26;VW Taos 2023;4.64;Feminino
910;Miguel;Almeida;RideUp;Zona Sul;430;18;Black;55;Jeep Commander 2023;4.49;Feminino
911;Sofia;Silva;RideUp;Zona Oeste;409;54;Black;34;Jeep Compass 2023;4.00;Feminino
912;Helena;Fernandes;RideUp;Centro;163;57;Comfort;21;Nissan Kicks 2022;4.18;Feminino
913;Gabriel;Lima;RideUp;Zona Leste;21;15;Comfort;30;VW Virtus 2022;4.44;Masculino
914;Felipe;Barbosa;GoDrive;Centro;37;10;Econômico;42;Fiat Mobi 2022;4.26;Masculino
915;Carla;Gomes;MoveX;Zona Oeste;487;5;Black;39;Jeep Commander 2023;4.35;Masculino
916;Matheus;Martins;RideUp;Zona Leste;439;35;Comfort;46;Hyundai HB20S 2022;4.46;Masculino
917;Maria;Martins;GoDrive;Zona Leste;137;56;Black;22;Jeep Commander 2023;4.58;Feminino
918;Laura;Carvalho;MoveX;Zona Norte;374;36;Comfort;43;Honda City 2021;4.97;Masculino
919;Julia;Almeida;MoveX;Zona Oeste;445;25;Comfort;43;Chevrolet Onix Plus 2023;4.07;Masculino
920;Maria;Oliveira;GoDrive;Zona Norte;324;15;Econômico;26;VW Polo Track 2023;4.07;Masculino
921;Rafael;Lopes;MoveX;Zona Norte;448;44;Black;28;Jeep Compass 2023;4.74;Masculino
922;Sofia;Alves;MoveX;Zona Leste;29;52;Comfort;43;Honda City 2021;4.49;Masculino
923;Sofia;Alves;GoDrive;Zona Sul;299;25;Comfort;37;Nissan Versa 2023;4.33;Masculino
924;Rafael;Silva;GoDrive;Zona Oeste;98;23;Econômico;25;Renault Kwid 2024;4.41;Feminino
925;Lara;Martins;MoveX;Zona Leste;491;22;Econômico;28;Renault Kwid 2024;4.31;Masculino
926;Camila;Fernandes;MoveX;Zona Sul;459;31;Econômico;41;Citroën C3 2023;4.31;Feminino
927;Matheus;Souza;MoveX;Centro;124;50;Comfort;57;Honda City 2021;4.84;Masculino
928;Isadora;Ribeiro;GoDrive;Centro;37;33;Comfort;59;Chevrolet Onix Plus 2023;4.88;Masculino
929;Maria;Ferreira;RideUp;Zona Leste;90;6;Black;43;Jeep Compass 2023;4.27;Masculino
930;Sofia;Lima;RideUp;Zona Sul;456;58;Comfort;52;Honda City 2021;4.06;Feminino
931;Alice;Lopes;MoveX;Zona Oeste;414;57;Econômico;44;Hyundai HB20 2023;4.08;Feminino
932;Lara;Silva;GoDrive;Centro;43;25;Comfort;53;Nissan Kicks 2022;4.89;Masculino
933;Sofia;Barbosa;MoveX;Zona Leste;364;7;Comfort;32;Nissan Kicks 2022;4.34;Masculino
934;Ana;Alves;MoveX;Zona Norte;34;32;Black;39;VW Taos 2023;4.50;Feminino
935;Carla;Gomes;MoveX;Zona Sul;243;18;Econômico;36;Chevrolet Onix 2022;4.66;Masculino
936;Heitor;Lopes;GoDrive;Zona Leste;300;31;Econômico;45;Chevrolet Onix 2022;4.09;Masculino
937;Miguel;Lopes;RideUp;Zona Norte;113;57;Comfort;43;Chevrolet Tracker 2022;4.13;Feminino
938;Maria;Santos;GoDrive;Zona Leste;486;24;Comfort;38;Fiat Cronos 2023;4.33;Masculino
939;Felipe;Almeida;RideUp;Zona Norte;374;40;Econômico;31;Fiat Mobi 2022;4.73;Masculino
940;Lara;Santos;MoveX;Zona Leste;322;1;Comfort;51;Nissan Kicks 2022;4.48;Masculino
941;Helena;Soares;RideUp;Zona Oeste;124;24;Comfort;51;VW Virtus 2022;4.06;Feminino
942;Helena;Santos;GoDrive;Zona Leste;72;17;Comfort;51;Chevrolet Tracker 2022;4.03;Feminino
943;Bernardo;Santos;MoveX;Zona Leste;299;21;Comfort;53;Chevrolet Onix Plus 2023;4.98;Feminino
944;Alice;Souza;RideUp;Centro;94;28;Comfort;59;Jeep Renegade 2021;4.04;Feminino
945;Julia;Santos;MoveX;Zona Oeste;292;33;Comfort;53;VW Virtus 2022;4.62;Masculino
946;Isadora;Lima;MoveX;Zona Norte;247;10;Comfort;25;Fiat Cronos 2023;4.57;Feminino
947;Maria;Fernandes;MoveX;Zona Norte;418;28;Econômico;37;Toyota Etios 2020;4.86;Feminino
948;Felipe;Fernandes;RideUp;Zona Sul;280;37;Econômico;58;Fiat Mobi 2022;4.45;Feminino
949;Ana;Ferreira;GoDrive;Zona Oeste;39;35;Black;40;VW Taos 2023;4.00;Feminino
950;Gustavo;Rodrigues;RideUp;Zona Oeste;280;20;Econômico;38;VW Polo Track 2023;4.50;Masculino
951;Bruno;Silva;GoDrive;Centro;66;46;Black;41;Jeep Commander 2023;4.35;Feminino
952;Gael;Rodrigues;RideUp;Centro;266;60;Black;40;Jeep Compass 2023;4.84;Feminino
953;Sofia;Carvalho;GoDrive;Zona Leste;73;8;Black;28;Jeep Commander 2023;4.32;Masculino
954;Gael;Costa;RideUp;Zona Leste;111;43;Econômico;48;VW Polo Track 2023;4.66;Feminino
955;Ana;Barbosa;RideUp;Zona Norte;87;30;Comfort;44;Chevrolet Tracker 2022;4.21;Masculino
956;Sofia;Silva;RideUp;Zona Leste;189;60;Black;47;Toyota Corolla Cross 2024;4.87;Masculino
957;Miguel;Almeida;MoveX;Zona Leste;437;38;Comfort;50;Chevrolet Onix Plus 2023;4.02;Feminino
958;Carla;Barbosa;MoveX;Zona Oeste;132;31;Comfort;48;VW Virtus 2022;4.00;Feminino
959;Gustavo;Gomes;RideUp;Centro;308;39;Comfort;32;Jeep Renegade 2021;4.95;Feminino
960;Lara;Rodrigues;GoDrive;Zona Leste;247;36;Black;33;Jeep Commander 2023;4.02;Feminino
961;Bernardo;Pereira;MoveX;Zona Norte;326;46;Comfort;27;Honda City 2021;4.61;Masculino
962;Pedro;Fernandes;MoveX;Centro;484;6;Comfort;29;Chevrolet Onix Plus 2023;4.83;Feminino
963;Gabriel;Ferreira;GoDrive;Zona Sul;390;60;Comfort;43;VW Virtus 2022;4.58;Masculino
964;Lara;Almeida;GoDrive;Zona Norte;385;35;Comfort;23;Nissan Kicks 2022;4.20;Masculino
965;Bruno;Rodrigues;GoDrive;Zona Norte;483;29;Econômico;44;VW Polo Track 2023;4.19;Feminino
966;Isadora;Carvalho;MoveX;Zona Oeste;90;1;Black;44;Honda Civic 2022;4.61;Masculino
967;Camila;Vieira;RideUp;Zona Leste;373;50;Econômico;43;Fiat Mobi 2022;4.09;Feminino
968;Bruno;Ribeiro;GoDrive;Zona Norte;247;40;Black;44;VW Taos 2023;4.38;Feminino
969;Gael;Martins;GoDrive;Zona Oeste;105;1;Comfort;37;Fiat Cronos 2023;4.34;Masculino
970;Matheus;Rodrigues;MoveX;Zona Oeste;114;5;Black;31;Toyota Corolla Cross 2024;4.31;Feminino
971;Valentina;Souza;GoDrive;Zona Norte;416;57;Black;35;Jeep Compass 2023;4.16;Feminino
972;Gabriel;Almeida;GoDrive;Centro;291;20;Black;47;Jeep Commander 2023;4.56;Masculino
973;Heitor;Silva;RideUp;Zona Norte;246;17;Comfort;30;VW Virtus 2022;4.12;Masculino
974;Rafael;Alves;MoveX;Zona Leste;77;34;Econômico;51;Citroën C3 2023;4.81;Masculino
975;Heitor;Vieira;MoveX;Centro;139;3;Comfort;38;Honda City 2021;4.97;Feminino
976;Gabriel;Lopes;MoveX;Zona Leste;130;49;Black;35;VW Taos 2023;4.45;Feminino
977;Gustavo;Lima;RideUp;Zona Leste;318;14;Comfort;26;Nissan Versa 2023;4.67;Feminino
978;Gustavo;Ribeiro;MoveX;Zona Norte;104;28;Econômico;42;Citroën C3 2023;4.65;Masculino
979;Pedro;Oliveira;RideUp;Zona Sul;208;25;Econômico;56;Chevrolet Onix 2022;4.57;Feminino
980;Ana;Costa;MoveX;Zona Norte;148;49;Econômico;53;Chevrolet Onix 2022;4.69;Feminino
981;Carla;Pereira;GoDrive;Centro;282;50;Comfort;47;Nissan Kicks 2022;4.10;Feminino
982;Matheus;Martins;GoDrive;Zona Sul;185;21;Econômico;54;Toyota Etios 2020;4.89;Feminino
983;Arthur;Gomes;RideUp;Zona Leste;303;51;Black;27;VW Taos 2023;4.66;Masculino
984;Ana;Alves;RideUp;Zona Leste;467;47;Econômico;21;Chevrolet Onix 2022;4.51;Feminino
985;Lara;Soares;GoDrive;Zona Leste;281;7;Black;53;VW Taos 2023;4.35;Feminino
986;Ana;Soares;MoveX;Zona Oeste;440;57;Econômico;37;Hyundai HB20 2023;4.68;Feminino
987;Julia;Soares;GoDrive;Zona Norte;377;33;Econômico;40;Renault Kwid 2024;4.87;Feminino
988;Felipe;Souza;MoveX;Zona Norte;395;50;Econômico;24;Chevrolet Onix 2022;4.41;Feminino
989;Heitor;Fernandes;MoveX;Zona Sul;480;38;Econômico;53;Chevrolet Onix 2022;4.58;Feminino
990;Felipe;Soares;RideUp;Zona Oeste;466;24;Econômico;36;Citroën C3 2023;4.17;Masculino
991;Laura;Martins;RideUp;Zona Leste;353;29;Econômico;53;Renault Kwid 2024;4.94;Masculino
992;Matheus;Rodrigues;RideUp;Zona Oeste;352;39;Comfort;41;Nissan Kicks 2022;4.12;Masculino
993;Lara;Carvalho;RideUp;Centro;179;39;Econômico;34;Fiat Argo 2021;4.73;Feminino
994;Felipe;Silva;MoveX;Centro;153;15;Comfort;46;VW Virtus 2022;4.62;Feminino
995;Bernardo;Oliveira;MoveX;Zona Sul;397;53;Comfort;50;Fiat Cronos 2023;4.96;Masculino
996;Rafael;Carvalho;MoveX;Zona Leste;310;55;Econômico;40;Fiat Argo 2021;4.39;Feminino
997;Isadora;Ribeiro;GoDrive;Zona Leste;200;50;Comfort;46;Chevrolet Tracker 2022;4.03;Masculino
998;Helena;Vieira;GoDrive;Zona Oeste;164;47;Comfort;40;Hyundai HB20S 2022;4.71;Masculino
999;Carla;Gomes;GoDrive;Zona Sul;24;54;Comfort;40;Nissan Kicks 2022;4.26;Feminino
1000;Carla;Lima;MoveX;Zona Sul;102;4;Black;51;VW Taos 2023;4.81;Feminino
1001;Gustavo;Santos;GoDrive;Zona Norte;25;2;Econômico;38;Toyota Etios 2020;4.83;Masculino
1002;Camila;Oliveira;MoveX;Zona Sul;402;18;Comfort;46;Jeep Renegade 2021;4.15;Masculino
1003;Gael;Souza;MoveX;Zona Oeste;492;4;Econômico;57;VW Polo Track 2023;4.36;Masculino
1004;Valentina;Santos;GoDrive;Zona Norte;200;25;Comfort;51;Honda City 2021;4.82;Masculino
1005;Gustavo;Fernandes;GoDrive;Zona Sul;169;25;Comfort;45;Chevrolet Onix Plus 2023;4.90;Feminino
1006;Bruno;Oliveira;RideUp;Zona Leste;197;41;Comfort;26;VW Virtus 2022;4.85;Feminino
1007;Gabriel;Barbosa;MoveX;Centro;174;17;Econômico;28;Fiat Mobi 2022;4.16;Feminino
1008;Valentina;Rodrigues;GoDrive;Zona Oeste;81;33;Econômico;27;Citroën C3 2023;4.94;Masculino
1009;Gabriel;Ferreira;GoDrive;Zona Sul;314;29;Econômico;27;Fiat Mobi 2022;4.76;Feminino
1010;Julia;Rodrigues;MoveX;Zona Norte;105;51;Black;60;Toyota Corolla Cross 2024;4.31;Feminino
1011;Laura;Lima;MoveX;Zona Sul;255;23;Econômico;34;Chevrolet Onix 2022;4.03;Feminino
1012;Laura;Gomes;GoDrive;Centro;349;47;Econômico;22;Renault Kwid 2024;4.54;Feminino
1013;Heloísa;Lima;MoveX;Zona Sul;71;26;Comfort;44;Hyundai HB20S 2022;4.84;Feminino
1014;Alice;Oliveira;RideUp;Zona Sul;433;29;Econômico;42;Toyota Etios 2020;4.36;Feminino
1015;Arthur;Souza;MoveX;Zona Oeste;495;41;Comfort;41;Nissan Versa 2023;4.78;Masculino
1016;Gabriel;Costa;RideUp;Zona Oeste;343;23;Comfort;22;Honda City 2021;4.37;Feminino
